sn,Post Title,Author,Post Count,View Count,Time,Date,Section
1030,"Romantic Nd Interesting Places To Go In Ibadan, Nigeria",Nobody,2,407,12:03pm,"Dec 22, 2013",EntertainmentDB
1031,PHOTO: Iyabo Obasanjo's Letter Now Selling Fast,BlogLord,0,387,9:36am,"Dec 22, 2013",EntertainmentDB
1032,Okotie Buys N120m Rolls Royce To Markpastoral Anniversary,stinggy,9,747,9:23am,"Dec 22, 2013",EntertainmentDB
1033,"Nigeria, Ghana Lead Africa's 20 Most Beautiful Women",DeolaPhilips,0,672,8:09am,"Dec 22, 2013",EntertainmentDB
1034,Don Jazzy's Father To Play Lead Actor In Tunde Kelani's Movie,DeolaPhilips,3,566,6:58am,"Dec 22, 2013",EntertainmentDB
1035,Jim Lyke Arrested In Ghana,ajeleolowo,6,1422,3:50am,"Dec 22, 2013",EntertainmentDB
1036,"Popular Porn Star, Afrocandy Reveals “JUGS” In New Photo",bamguy,2,2013,3:47am,"Dec 22, 2013",EntertainmentDB
1037,IK Ogbonna Wishes He Could Marry All The Girls In The World; What A Dream!!!!,bamguy,0,515,10:56pm,"Dec 21, 2013",EntertainmentDB
1038,Your Best Foreign Music Of 2013?,Holuwahphemy,11,716,10:22pm,"Dec 21, 2013",EntertainmentDB
1039,I'm Not Engaged To Jim Iyke--nadia Buari Flays Rumour,DeolaPhilips,0,754,9:52pm,"Dec 21, 2013",EntertainmentDB
1040,Photo Of The Day: A Word For This Photo,hatux,6,974,7:46pm,"Dec 21, 2013",EntertainmentDB
1041,Korean Twin Sisters Turn Into Another Different Twin After Surgery,harlos,42,2841,7:43pm,"Dec 21, 2013",EntertainmentDB
1042,"Afrocandy Banned By Facebook,resurrects And Decided To Get Her Social Site",judacglobe,2,550,12:31pm,"Dec 21, 2013",EntertainmentDB
1043,Viewers Discretion: Afrocandy Calls For Auditions For New Adult Movie,natolistic,0,1197,12:09pm,"Dec 21, 2013",EntertainmentDB
1044,Viewers Discretion: Afrocandy Calls For Auditions For New Adult Movie,nato4cash,0,1228,12:08pm,"Dec 21, 2013",EntertainmentDB
1045,A Platform For People; Especially Youth; With Gifts Of Speaking And Writing,kay2care,0,341,11:28am,"Dec 21, 2013",EntertainmentDB
1046,Mikel Looking Forward To Drogba Reunion,Lautechgossip,0,341,7:51am,"Dec 21, 2013",EntertainmentDB
1047,Stop Spending Our Money On Lagos Musicians For Carniriv(rivers Carnival)-ph Acts,Sibe007,2,491,6:34am,"Dec 21, 2013",EntertainmentDB
1048,British Singer Adele Recieves An Honor From Prince Charles,GreenbrandEx,3,321,5:10am,"Dec 21, 2013",EntertainmentDB
1049,Chimamanda's Novel Americanah Voted Best Book Of 2013-BBC,publisher,2,282,1:26am,"Dec 21, 2013",EntertainmentDB
1050,"Tiwa Savage, Dr. Sid To Host The Headies 2013",riac,2,387,9:48pm,"Dec 20, 2013",EntertainmentDB
1051,"Genevieve, Tiwa Savage, All Make The List Of 20 Most Beautiful Women In Africa",emassflourish,2,392,9:15pm,"Dec 20, 2013",EntertainmentDB
1052,Mariah Carey Blasted In The U.S For Singing In Nigeria,omoharry,2,458,4:25pm,"Dec 20, 2013",EntertainmentDB
1053,Flashmob At MMA2 - Lagos Domestic Airport,Nobody,2,496,1:53pm,"Dec 20, 2013",EntertainmentDB
1054,Rapon2014 (rage On The Stage),24habits,0,280,1:35pm,"Dec 20, 2013",EntertainmentDB
1055,"Don Jazzy Father,collins Enebeli Turns Actor",Odward,0,664,11:05am,"Dec 20, 2013",EntertainmentDB
1056,"Woolwhich Killers, Michael Adebolajo And Adebowale Found Guilty",chichriso,0,318,10:27am,"Dec 20, 2013",EntertainmentDB
1057,Access Your Mtn 3gig Night Plan In The Day Time,Nobody,3,371,8:51am,"Dec 20, 2013",EntertainmentDB
1058,Is Rita Dominic In Love With Mikel Obi???,GreenbrandEx,3,687,2:22am,"Dec 20, 2013",EntertainmentDB
1059,READ: 10 Reasons Why You Should Not Date An Artiste,mayoviral,0,484,7:53pm,"Dec 19, 2013",EntertainmentDB
1060,PHOTO: Check Out This 'pose Of Life',Jombolo,2,565,6:50pm,"Dec 19, 2013",EntertainmentDB
1061,Musicians Or Comedians? Who Are Richer?,iamdsam,0,944,5:10pm,"Dec 19, 2013",EntertainmentDB
1062,D’banj Says He Cancelled Koko Concert 2013 In Honour Of Mandela (yeah Right),cleangurl,2,345,3:29pm,"Dec 19, 2013",EntertainmentDB
1063,PHOTO: Check Out This 'pose Of Life',Fishbig,0,402,3:26pm,"Dec 19, 2013",EntertainmentDB
1064,People Now Bathing Unclad At The Miracle “healing” River In Enugu[pics],badex516,6,1967,1:05pm,"Dec 19, 2013",EntertainmentDB
1065,Genevieve Nnaji>>>>>>i Never Wanted To Become Atiku's Wife.,GreenbrandEx,0,715,1:02pm,"Dec 19, 2013",EntertainmentDB
1066,Kim Kardashian Pose Na'ked For Playboy Magagazine [PHOTOS],naijahot,2,2117,12:34pm,"Dec 19, 2013",EntertainmentDB
1067,Dont Send Ur Bank Account Detail To Any Email,Nobody,0,407,11:23am,"Dec 19, 2013",EntertainmentDB
1068,What's The First Thing You Do When You Wake Up From Bed In The Morning?,Nobody,8,855,9:24am,"Dec 19, 2013",EntertainmentDB
1069,Happening And Booming Naija Hiphop Music,Christopherubah,0,284,8:26am,"Dec 19, 2013",EntertainmentDB
1070,How Much Do You Wish To Spend This Christmas?,NaijaHotline,0,293,7:41am,"Dec 19, 2013",EntertainmentDB
1071,Gospel Singer Blasted For 'over-packaging' Album Cover,cleangurl,0,377,7:39am,"Dec 19, 2013",EntertainmentDB
1072,Arsene Wenger Causes Commotion In A Marriage,mabeni,0,515,6:13am,"Dec 19, 2013",EntertainmentDB
1073,"Veteran Fuji Artist, Kollington Ayinla Sick....... Puts Mansion For Sale",DeolaPhilips,2,722,2:52am,"Dec 19, 2013",EntertainmentDB
1074,"Mariah Carey Blasted For Performing In Nigeria, ‘home Of Terror,death And Fraud",ManiCypher,3,702,11:02pm,"Dec 18, 2013",EntertainmentDB
1075,A Perfect Christmas Gift,Sanchez01,3,282,10:31pm,"Dec 18, 2013",EntertainmentDB
1076,Download Video: Lmao Funny Skit By Igosave ( The Expert),loadedvibes,0,515,4:41pm,"Dec 18, 2013",EntertainmentDB
1077,Christina Aguilera And Lady Gaga Perform Live Wow Bye To Feud,testamentg,0,361,3:28pm,"Dec 18, 2013",EntertainmentDB
1078,Pls Urgent,vicstari,0,299,2:05pm,"Dec 18, 2013",EntertainmentDB
1079,The First Time He Made Love To Me I Cried Home To My Sister>>>> Ngozi Iweka,GreenbrandEx,0,865,1:51pm,"Dec 18, 2013",EntertainmentDB
1080,?,Dewze,0,532,1:38pm,"Dec 18, 2013",EntertainmentDB
1081,Shocking Story: How I Got Pregnant For My Daddy>>>>>benita Ekanem.,GreenbrandEx,2,651,1:36pm,"Dec 18, 2013",EntertainmentDB
1082,Late Goldie Harvey Tops 2013 Google Nigeria Trending Searches; Sports And More,cleangurl,0,512,1:13pm,"Dec 18, 2013",EntertainmentDB
1083,Corruption And Greed Behind The Music Ban – 2face Idibia Blasts BON,adenath,0,302,1:07pm,"Dec 18, 2013",EntertainmentDB
1084,Check Out Another Social Website Created In Nigeria With Lots Of Activities...,emmanuel234real,0,350,11:54am,"Dec 18, 2013",EntertainmentDB
1085,"How Bishop Oyedepo, D’banj Confront In Church",tandric,4,794,9:28am,"Dec 18, 2013",EntertainmentDB
1086,Dacy Fashion & Art's Christmas Sales Promo!!!,bbkool09,0,303,12:25am,"Dec 18, 2013",EntertainmentDB
1087,I Bleach & It’s None Of Your Business – Ghana Beauty Queen,emassflourish,2,667,11:31pm,"Dec 17, 2013",EntertainmentDB
1088,2face Idibia Wades Into BON/ IBAN Artist Ban,emassflourish,2,380,11:13pm,"Dec 17, 2013",EntertainmentDB
1089,OMG!!! Checkout The Ghana Babe With The Biggest Natural Hips Ever,emassflourish,3,4190,9:55pm,"Dec 17, 2013",EntertainmentDB
1090,Dis One Tired Me Oo.... Help Me Laff...,spillyboy14,8,676,9:37pm,"Dec 17, 2013",EntertainmentDB
1091,Is This Love?,lovelyronke20,2,431,8:15pm,"Dec 17, 2013",EntertainmentDB
1092,Most Watched Video Of 2013,Yahoo1,4,530,5:42pm,"Dec 17, 2013",EntertainmentDB
1093,Bianca Ojukwu Addresses Claims By Her Husband's Family That Ojukwu Didn’t Marry,vickvan,0,442,5:19pm,"Dec 17, 2013",EntertainmentDB
1094,Photo : Snake Bites Man’s joystick As He Sits On A Public Toilet In Ghana,Jamaticulus,7,1098,4:32pm,"Dec 17, 2013",EntertainmentDB
1095,Arsenal’s Podolski Jamming Wizkid And Singing Along  ( WATCH VIDEO ),mrshutdown,2,655,3:32pm,"Dec 17, 2013",EntertainmentDB
1096,I Felt Betrayed By Louis And Gary Never Liked Me,adenath,0,259,2:09pm,"Dec 17, 2013",EntertainmentDB
1097,"Saudi Activist Sentenced To 300 Lashes, 4 Yrs In Jail",lanregidi,2,325,12:40pm,"Dec 17, 2013",EntertainmentDB
1098,"2015 Election: ""I Will Resign And Contest"" - Chime",tandric,0,348,9:39am,"Dec 17, 2013",EntertainmentDB
1099,"Lagos Runs Girl Murdered, Beheaded For Rituals (VIEWER DISCRETION ADVISED)",shallyokosodo,5,1763,9:09am,"Dec 17, 2013",EntertainmentDB
1100,My Never Ending Anguish - By The Father With No Rights:,adenath,0,279,8:48am,"Dec 17, 2013",EntertainmentDB
1101,From Exuberant Mud Festivals To A Solitary Life In A Welsh Wooden Hut: Stunning,adenath,0,303,7:56am,"Dec 17, 2013",EntertainmentDB
1102,Check Out Actress Mercy Aigbe Without Makeup,lovelyronke20,0,1369,6:48am,"Dec 17, 2013",EntertainmentDB
1103,Are D'banj And Genevieve Nnaji Back Together?,Lakkyjay,0,363,6:31am,"Dec 17, 2013",EntertainmentDB
1104,[new Female Music] Cool D - Destiny,Oyedokun100,0,328,6:01am,"Dec 17, 2013",EntertainmentDB
1105,Jesse Jagz Battles Marijuana Intake..may Visit Rehab!,ManiCypher,2,430,2:33am,"Dec 17, 2013",EntertainmentDB
1106,How Did This Happen? Cant Just Explain,chrisraph,0,447,1:19am,"Dec 17, 2013",EntertainmentDB
1107,Teenage Girl Kills Herself For Being Too Beautiful,BillyBillions,6,1782,11:32pm,"Dec 16, 2013",EntertainmentDB
1108,SOLD,treysongs,0,330,3:52pm,"Dec 16, 2013",EntertainmentDB
1109,Bonanza! Bonanza! Please Read.. From Promosouth Nigeria.,Authenticnews,0,232,2:45pm,"Dec 16, 2013",EntertainmentDB
1110,"REVEALED: Wizkid Gets In A Fight With Wande Coal, After A Horrible Performance",angelcj,0,601,12:32pm,"Dec 16, 2013",EntertainmentDB
1111,Paul Walker's Brother To Fill In For Late Star In 'fast & Furious 7',AceVentura,4,586,12:11pm,"Dec 16, 2013",EntertainmentDB
1112,Paul Walker Brother To Fill In For Late Fast And Furious Star 7,testamentg,2,337,12:06pm,"Dec 16, 2013",EntertainmentDB
1113,Winners Of Linda Ikeji One Million Give-away.,Odward,2,785,11:52am,"Dec 16, 2013",EntertainmentDB
1114,"Lagbaja Lovers, Look !!!",Presbulg,3,592,11:45am,"Dec 16, 2013",EntertainmentDB
1115,"US Website Blasts Mariah Carey For Performing In Nigeria,calls Nigerians Scammer",ajetunblog,2,371,11:03am,"Dec 16, 2013",EntertainmentDB
1116,How Do You Say I MISS YOU In Igbo Language?,Donmircas,2,844,8:17am,"Dec 16, 2013",EntertainmentDB
1117,A Cinema With Beds In Greece (athens) (Photo),ManiCypher,14,18187,6:45am,"Dec 16, 2013",EntertainmentDB
1118,Merry Christmas Song From Bangin Oluwafocus,gfamilymusic,0,644,5:21am,"Dec 16, 2013",EntertainmentDB
1119,A List Of My Favorite Websites,dryakson,3,679,5:06am,"Dec 16, 2013",EntertainmentDB
1120,David Mark’daughter's Wedding In Abuja ›,judacglobe,0,389,12:57am,"Dec 16, 2013",EntertainmentDB
1121,Makossa Dance: African Kid Killing It,free2ryhme,0,561,12:50am,"Dec 16, 2013",EntertainmentDB
1122,Updates On Tecno Phantom Pad Mini,ogunwalea,0,304,12:03am,"Dec 16, 2013",EntertainmentDB
1123,"Share Your Experience With Taxis Or Cabs. Good, Bad Or Ugly",mrsage,0,296,10:41pm,"Dec 15, 2013",EntertainmentDB
1124,Daniel Ademinokan's Email Hacked.,explicit770,2,350,5:42pm,"Dec 15, 2013",EntertainmentDB
1125,Daimond Bank:end Of The Year Party.,Odward,0,402,5:05pm,"Dec 15, 2013",EntertainmentDB
1126,PHOTOS: Mercy Johnson Shows Off Her Curves In Stunning New Photos,tandric,2,722,4:28pm,"Dec 15, 2013",EntertainmentDB
1127,Nollywood Stars To Features In This Year's Calabar Carnival As A Band,shallyokosodo,2,430,3:58pm,"Dec 15, 2013",EntertainmentDB
1128,Photos From Nelson Mandela's Funeral,pmonni,0,427,3:25pm,"Dec 15, 2013",EntertainmentDB
1129,Join New Social Network,emmanuel234real,0,225,2:20pm,"Dec 15, 2013",EntertainmentDB
1130,PHOTO: People Now Bath Nak*ed At The Miracle “healing” River In Enugu State,obynocj,0,1141,2:20pm,"Dec 15, 2013",EntertainmentDB
1131,Top 5 Earning Female Musicians...,Elbisco,0,466,1:33pm,"Dec 15, 2013",EntertainmentDB
1132,K.i .swit Singer,kijames,0,367,12:58pm,"Dec 15, 2013",EntertainmentDB
1133,Emma Nyra Confirms Leaving Made Men Music Group,XcashAnthony,0,346,11:32am,"Dec 15, 2013",EntertainmentDB
1134,Rapper Wale Angry With Complex Mag For Not Making ''top 50 Albums Of 2013'' List,ManiCypher,0,337,10:41am,"Dec 15, 2013",EntertainmentDB
1135,The Winnings Of Bon's Boycott Of 100 Artistes' Songs,Sylug,0,346,10:28am,"Dec 15, 2013",EntertainmentDB
1136,Only If There Is Understanding,wynezz,4,371,6:27am,"Dec 15, 2013",EntertainmentDB
1137,Lil Wayne On Set For New Video Clip For His Song 'Rich As F*ck'. *check BTS Pix,ykrahmg,2,359,12:33am,"Dec 15, 2013",EntertainmentDB
1138,TLC The Games Are Very Inspiring As The Heroes,mattsomatt,0,296,11:26pm,"Dec 14, 2013",EntertainmentDB
1139,DJ In Liquid Lounge Beaten To Coma For Playing Tonto Dikeh's Song,DeolaPhilips,0,414,6:31pm,"Dec 14, 2013",EntertainmentDB
1140,DJ Beaten To Coma After Playing Tonto Dikeh’s Song In The Club (MUST READ),angelcj,0,349,2:43pm,"Dec 14, 2013",EntertainmentDB
1141,Watch This South African Student!!!,muchbeauty,2,570,2:41pm,"Dec 14, 2013",EntertainmentDB
1142,A Nairalander With Jay Jay Okocha. ...pics,lakad4u,9,578,10:38am,"Dec 14, 2013",EntertainmentDB
1143,"I Don’t Exchange Words With Kids I Talk To Presidents, Eedris Abdulkareem Threat",DeolaPhilips,4,504,10:13am,"Dec 14, 2013",EntertainmentDB
1144,Mandela Lying In State Ends With Final Rush From S Africans,adenath,0,282,2:31am,"Dec 14, 2013",EntertainmentDB
1145,"Well, If Anyone Deserves A Treat! Beyonce Celebrates The Surprise Of Album.",adenath,0,281,11:56pm,"Dec 13, 2013",EntertainmentDB
1146,She's Been Foiled: Leona Lewis Performs New Festive Single In Heavily Sequinned,adenath,0,291,10:57pm,"Dec 13, 2013",EntertainmentDB
1147,Arsenal Striker Theo Walcott And His Wife Melanie Slade Are Expecting Their Firs,adenath,0,832,10:49pm,"Dec 13, 2013",EntertainmentDB
1148,Rape Victims' Fury As Police Re-write Twas The Night Before Christmas As A Poem,adenath,0,315,10:42pm,"Dec 13, 2013",EntertainmentDB
1149,Emma Nyra Dumps Iyanya's Made Men,ManiCypher,2,441,9:28pm,"Dec 13, 2013",EntertainmentDB
1150,Latest Nigeria Social Network,emmanuel234real,0,362,9:04pm,"Dec 13, 2013",EntertainmentDB
1151,All Of Nollywood’s Lesbian Actresses Revealed,BillyBillions,2,3133,8:45pm,"Dec 13, 2013",EntertainmentDB
1152,10 Strange Secrets Of The Moon,lanregidi,2,672,4:45pm,"Dec 13, 2013",EntertainmentDB
1153,Nigerian Movie With Pro Driving Scenes,mayoralex,2,308,3:57pm,"Dec 13, 2013",EntertainmentDB
1154,Buy Followers Likes,lanraja,0,245,3:15pm,"Dec 13, 2013",EntertainmentDB
1155,Jumia Is Giving Away Products At A 50% Discount!,Realchick,0,352,2:38pm,"Dec 13, 2013",EntertainmentDB
1156,Regcharles Yuletide Promo!!!,enni111,0,273,2:30pm,"Dec 13, 2013",EntertainmentDB
1157,PICTURES From Rmd's Son's Traditional Engagement Ceremony Today,kmanning,0,922,12:46pm,"Dec 13, 2013",EntertainmentDB
1158,"WEIRD! See Where People Offer Their Manh'oo""d To Gods For Fertility [PHOTOS]",obynocj,3,1606,12:23pm,"Dec 13, 2013",EntertainmentDB
1159,Kanye Upset Over Receiving Only Two Grammy Nominations,CarmelloANGEL,2,275,12:18pm,"Dec 13, 2013",EntertainmentDB
1160,Fake Sign Interpreter At Mandella's Memorial-video,amnestylaw1,5,354,12:18pm,"Dec 13, 2013",EntertainmentDB
1161,WEIRD: See Wedding Dress Made Out Of Condoms,BillyBillions,0,540,12:04pm,"Dec 13, 2013",EntertainmentDB
1162,Calabar Carnival live on DSTV Channel 198 - Pics,jmaine,12,3165,12:02pm,"Dec 13, 2013",EntertainmentDB
1163,"At The Club With Remy Martin Grand Finale Featuring Iyanya, Davido, Emma Nyra,",BillyBillions,0,280,11:42am,"Dec 13, 2013",EntertainmentDB
1164,Uche Jumbo Dressed As A Policewoman On Set Of A New Movie (photos),BillyBillions,0,328,11:28am,"Dec 13, 2013",EntertainmentDB
1165,PHOTOS: Is That Jim Iyke's Engagement Ring On Nadia Buari?,tandric,2,438,11:08am,"Dec 13, 2013",EntertainmentDB
1166,Busted!a Christmas Love Lettter From Ex To 2face Idibia.,Owilly,0,420,9:24am,"Dec 13, 2013",EntertainmentDB
1167,LMAO! South Park Creators Make Fun Of Kim Kardashian & Kanye West [download Vide,loadedvibes,0,345,9:13am,"Dec 13, 2013",EntertainmentDB
1168,Naija Boy Post Girlfriend Hot Photos On Facebook,emassflourish,0,875,7:37am,"Dec 13, 2013",EntertainmentDB
1169,EXCLUSIVE PHOTOS : Rapper Lil Kim Exposes Her Private Part,emassflourish,0,1611,7:24am,"Dec 13, 2013",EntertainmentDB
1170,"Miss Earth 2013: Miss Venezuela Beauty Queen, Gabriela Isler Wins",kerrymichelle,0,563,6:38am,"Dec 13, 2013",EntertainmentDB
1171,Entertainment Gossip Analysts Needed,footballbogger,5,720,6:36am,"Dec 13, 2013",EntertainmentDB
1172,Time Magazine Declared Pope Francis Person Of The Year,johigimbya,0,187,5:18am,"Dec 13, 2013",EntertainmentDB
1173,Nelson Mandela's Funeral Goes On Public Sight!!,gimbyapreety,0,266,4:47am,"Dec 13, 2013",EntertainmentDB
1174,Paul Walker Was Laughing And Smiling Just Before His Disastrous Crash!!,johigimbya,0,388,4:37am,"Dec 13, 2013",EntertainmentDB
1175,GIST: Kanye West Is Scared Of Been A Rapper,eievans,0,229,10:06pm,"Dec 12, 2013",EntertainmentDB
1176,See What Dbanj Did On Stage!!!,hilario8898,2,515,9:07pm,"Dec 12, 2013",EntertainmentDB
1177,Video: Meet The Woman Who Can Smash Anything With Her Breasts,odedeyi01,2,894,8:16pm,"Dec 12, 2013",EntertainmentDB
1178,"Something Like An Angel Appears In Redeemed Church In Ebute Meta, Lagos [photo]",emassflourish,10,1761,8:06pm,"Dec 12, 2013",EntertainmentDB
1179,Nigerian Youth And The Delinnma Of Short Cut To Wealth,doneultimate,0,317,6:50pm,"Dec 12, 2013",EntertainmentDB
1180,"Nigeria Comic Actor, Saka Turned Down Jonathan's Appointment Offer!",balingat,3,460,6:41pm,"Dec 12, 2013",EntertainmentDB
1181,Fake Sign Language Interpreter At Nelson Mandela Memorial,testamentg,0,278,11:10am,"Dec 12, 2013",EntertainmentDB
1182,"Jonathan Responds To Obasanjo's Letter,calls It ""Provocative"" And ""Self-serving""",tayork,2,341,10:19am,"Dec 12, 2013",EntertainmentDB
1183,Desmond Tutu's House Burgled While He Was At Mandela's Memorial Service.,simplygray,3,322,9:36am,"Dec 12, 2013",EntertainmentDB
1184,"Lindaikeji About The N1m Giveaway, It's Now N1.5m And Here's How You Can Win ›",judacglobe,2,431,8:56am,"Dec 12, 2013",EntertainmentDB
1185,"If The 200b Meant For Assu Mistakinly Enters Your Account, Would You Return It?",Marksule,0,334,10:27pm,"Dec 11, 2013",EntertainmentDB
1186,Chat Conversation Between Student And Man Bargaining For Sex And Money!!!,pealicious,4,3579,6:30pm,"Dec 11, 2013",EntertainmentDB
1187,Iyanya Unveils Christmas Card And New Lovely Photos,Mtriller,0,350,5:32pm,"Dec 11, 2013",EntertainmentDB
1188,Shocking What Type Of House Is This?,Odward,0,530,5:12pm,"Dec 11, 2013",EntertainmentDB
1189,Photos: Pope Francis Is Time’s Person Of The Year 2013,lovelyronke20,0,262,4:20pm,"Dec 11, 2013",EntertainmentDB
1190,"Woman Wears A Unclad Cloth, Is This Really Fashion",chrisraph,0,745,2:23pm,"Dec 11, 2013",EntertainmentDB
1191,Too Much Alcohol : See How A Lady Embarass Herself In Public,endowedbukkiee,2,1627,2:16pm,"Dec 11, 2013",EntertainmentDB
1192,Why Am Still Single & Not Searching At 56-actress Rachael Oniga,oreporter,4,1026,1:36pm,"Dec 11, 2013",EntertainmentDB
1193,Do You Know That Ruggedman Has..,vickvan,2,557,1:33pm,"Dec 11, 2013",EntertainmentDB
1194,Here Is Your Xmas Card From Iyanya,mafiacent,0,325,1:08pm,"Dec 11, 2013",EntertainmentDB
1195,"If You Meet Your Wife Like This In Your Pastor's House, What Will You Do?",obynocj,2,1170,1:07pm,"Dec 11, 2013",EntertainmentDB
1196,Amazing Must Read Fact For Today!!!,jsam2k5,2,428,1:00pm,"Dec 11, 2013",EntertainmentDB
1197,Amazing And Interesting Dates In The Last Ten Years,Tuntheycr7,4,476,12:52pm,"Dec 11, 2013",EntertainmentDB
1198,Hot Naija Babe Flaunts Her Killer Backside,emassflourish,14,1296,10:51am,"Dec 11, 2013",EntertainmentDB
1199,African Dish With Stye .call For Your Occation,REALTASTEAFRI,0,254,9:41am,"Dec 11, 2013",EntertainmentDB
1200,Giving Comes From The Heart': Kim Kardashian Defends Donating Only 10 Per Cent O,adenath,0,309,3:02am,"Dec 11, 2013",EntertainmentDB
1201,He Put A Ring On It! Kelly Rowland Clasps Hands With 'fiance' Tim Witherspoon At,adenath,0,364,1:48am,"Dec 11, 2013",EntertainmentDB
1202,Beyonce Flashes Her Toned Tummy Amid 22-day Vegan Challenge... And Shares A Very,adenath,0,346,1:32am,"Dec 11, 2013",EntertainmentDB
1203,Help Me Find This,Kemy11,5,339,12:24am,"Dec 11, 2013",EntertainmentDB
1204,Stunning Photos Of Joseph Yobo & His Beautiful Wife Adaeze Yobo (+ More Links),OlekuBuzzOnline,0,636,10:15pm,NA,EntertainmentDB
1205,SEE Lie!......what Is Wrong With This Image?,BloggerAdmin,2,576,10:04pm,"Dec 10, 2013",EntertainmentDB
1206,What Type Of Advert Would You Have Preferred This Photo For???,yungzed360,5,878,8:40pm,"Dec 10, 2013",EntertainmentDB
1207,Only In #naija :-),tayork,3,368,4:59pm,"Dec 10, 2013",EntertainmentDB
